T1,SEE1,T2,SEE2,T3,SEE3
0.027305721605465072,0.7236101694915256,0.023270708795900763,0.6903025210084037,0.023270708795900763,0.6708453389830511
0.01789069171648139,0.7102627118644069,0.007130657557642861,0.6760084033613449,0.007130657557642861,0.6552288135593225
0.007130657557642639,0.699584745762712,0.05555081127241657,0.7038025210084038,0.050170794192997414,0.6808559322033902
0.0609308283518355,0.7401610169491527,0.07976088812980331,0.7268319327731096,0.07169086251067447,0.6956716101694917
0.082450896669513,0.7652542372881357,0.07169086251067447,0.7141260504201685,0.09859094790777112,0.7182288135593224
0.07169086251067425,0.7540423728813561,0.11204099060631911,0.7395378151260508,0.08783091374893237,0.706483050847458
0.10397096498719005,0.7796694915254239,0.13625106746370608,0.7558172268907566,0.13625106746370608,0.7331779661016951
0.13625106746370585,0.7956864406779662,0.12011101622544818,0.7474789915966389,0.18063620836891525,0.7257033898305087
0.12011101622544795,0.787677966101695,0.17391118701964103,0.7501260504201683,0.2169513236549956,0.7160932203389834
0.1739111870196408,0.7924830508474578,0.20081127241673769,0.7403319327731095,0.2653714773697693,0.712889830508475
0.20081127241673746,0.7834067796610171,0.2363193851409051,0.7350907563025215,0.30975661827497847,0.7200974576271189
0.24923142613151117,0.7786016949152543,0.2855465414175915,0.7427142857142861,0.3460717335610588,0.7349131355932206
0.29442356959863325,0.7851152542372883,0.2653714773697693,0.7347731092436978,0.37028181041844554,0.7457245762711866
0.3218616567036716,0.7980889830508476,0.32186165670367184,0.7538319327731096,0.38642186165670367,0.7561355932203393
0.3380017079419295,0.8093008474576273,0.34069171648163943,0.7638907563025215,0.40256191289496135,0.7657457627118647
0.3541417591801874,0.8213135593220341,0.37028181041844554,0.7800378151260507,0.4396840307429546,0.781442372881356
0.3622117847993165,0.8309237288135596,0.3783518360375746,0.7903613445378155,0.475192143467122,0.7951101694915257
0.3783518360375744,0.840533898305085,0.3944918872758323,0.7998907563025214,0.5074722459436378,0.8033855932203391
0.39449188727583206,0.8501440677966103,0.4106319385140904,0.8094201680672272,0.545132365499573,0.8111271186440681
0.41870196413321925,0.8677627118644069,0.4267719897523481,0.8189495798319331,0.580102476515798,0.8250084745762714
0.4106319385140902,0.8581525423728815,0.45098206660973483,0.8316554621848743,0.6204526046114429,0.837021186440678
0.43484201537147693,0.8789745762711867,0.46712211784799296,0.8435672268907566,0.6527327070879587,0.8474322033898307
0.4509820666097346,0.8901864406779663,0.4859521776259603,0.8538907563025213,0.6796327924850551,0.8591779661016952
0.46712211784799273,0.9030000000000002,0.5074722459436378,0.8634201680672272,0.7092228864218613,0.8762627118644069
0.4832621690862504,0.9142118644067798,0.5316823228010246,0.8761260504201683,0.7011528608027326,0.8650508474576273
0.5020922288642182,0.9259576271186443,0.5478223740392822,0.8904201680672271,0.7253629376601194,0.8874745762711864
0.5074722459436376,0.9398389830508477,0.5666524338172501,0.9036554621848742,0.7415029888983771,0.9010889830508475
0.5316823228010243,0.9686694915254239,0.5881725021349271,0.9237731092436977,0.7576430401366352,0.9147033898305086
0.5236122971818953,0.95585593220339,0.5881725021349271,0.9158319327731095,0.7657130657557643,0.9275169491525423
0.5236122971818953,0.9478474576271189,0.6123825789923139,0.9555378151260506,0.7818531169940219,0.9531440677966101
0.547822374039282,1.0199237288135596,0.6043125533731852,0.9428319327731095,0.7818531169940219,0.9435338983050847
0.547822374039282,1.010313559322034,0.6043125533731852,0.9333025210084036,0.7818531169940219,0.9355254237288135
0.5558923996584111,0.9985677966101697,0.628522630230572,1.020655462184874,0.8060631938514087,1.020415254237288
